Index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3922,Toyota Innova 2.5 G4 Diesel 7-seater,2011,735000,200000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
3923,Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05,99.04Nm@ 4500rpm,5
3924,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1400-3400rpm,8
3925,Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7,110Nm@ 4800rpm,5
3926,Maruti Swift Dzire VDI,2014,438999,81000,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3927,Renault Lodgy Stepway 110PS RXZ 7S,2015,550000,240000,Diesel,Individual,Manual,First Owner,19.98 kmpl,1461 CC,108.5,245Nm@ 1750rpm,7
3928,Maruti Swift Dzire VXI,2013,409999,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
3929,Renault KWID RXT Optional,2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
3930,Chevrolet Beat Diesel,2012,135000,49000,Diesel,Individual,Manual,Third Owner,25.44 kmpl,936 CC,57.6,150Nm@ 1750rpm,5
3931,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8,343Nm@ 1400-2800rpm,8
3932,Maruti Swift VDI BSIV,2014,520000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3933,Maruti Swift Dzire VDi,2010,315000,180000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
3934,Maruti A-Star Lxi,2010,235000,50000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1,90Nm@ 3500rpm,5
3935,Hyundai Accent GLE,2005,80500,50000,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94,"12.5@ 3,500(kgm@ rpm)",5
3936,Maruti Ritz VDi,2013,375000,88200,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
3937,Maruti Swift VXi BSIV,2006,189000,93000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1197 CC,85,"113Nm@ 4,500rpm",5
3938,Honda Amaze E Option i-DTEC,2017,550000,120000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3939,Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68,"16.3@ 2,000(kgm@ rpm)",5
3940,Maruti Alto K10 VXI,2015,300000,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
3941,Honda City 1.5 S Inspire,2010,350000,120000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118,146Nm at 4800 rpm,5
3942,Maruti Omni LPG STD BSIV,1999,70000,100000,LPG,Individual,Manual,Fourth & Above Owner,,,,,
3943,Maruti Vitara Brezza ZDi,2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3944,Fiat Grande Punto Sport 90BHP,2012,285000,70000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,92,209Nm@ 2000rpm,5
3945,Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner,19.2 km/kg,1086 CC,68.05,99.04Nm@ 4500rpm,5
3946,Maruti Ciaz VDI SHVS,2016,620000,90000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3947,Maruti Vitara Brezza ZDi,2017,750000,90000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3948,Maruti Alto 800 LXI,2016,270000,35000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
3949,Hyundai Santro Xing GLS,2012,300000,40000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1,96.1Nm@ 3000rpm,5
3950,Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69,140Nm@ 1800-3000rpm,5
3951,Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5 kmpl,1586 CC,103.3,145Nm@ 4100rpm,5
3952,Maruti Swift AMT VXI,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3953,Tata Nano XE,2015,80000,60000,Petrol,Individual,Manual,First Owner,23.9 kmpl,624 CC,37.48,51Nm@ 4000rpm,4
3954,Hyundai EON Magna Plus,2016,300000,40800,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2,74.5Nm@ 4000rpm,5
3955,Tata Zest Revotron 1.2T XM,2015,300000,70000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7,140Nm@ 1500-4000rpm,5
3956,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82,115Nm@ 3500-3600rpm,5
3957,Maruti Swift VXI BSIV,2016,550000,8588,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
3958,Honda City i-DTEC V,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9,200Nm@ 1750rpm,5
3959,Ford Figo 1.5D Trend MT,2015,500000,60000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99,215Nm@ 1750-3000rpm,5
3960,Maruti Esteem Vxi - BSIII,2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9 kmpl,1298 CC,85,110Nm@ 4500rpm,5
3961,Honda City i DTEC SV,2014,500000,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3962,Toyota Platinum Etios 1.4 GXD,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05,170Nm@ 1800-2400rpm,5
3963,Toyota Innova 2.5 VX 7 STR,2012,750000,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
3964,Maruti Alto K10 VXI,2017,370000,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
3965,Maruti 800 Std,2012,100000,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
3966,Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05,99.04Nm@ 4500rpm,5
3967,Toyota Innova 2.5 V Diesel 8-seater,2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
3968,Toyota Etios GD,2012,400000,158500,Diesel,Individual,Manual,Third Owner,,,,,
3969,Tata New Safari DICOR 2.2 EX 4x2,2009,229999,212000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1,320Nm@ 1700-2700rpm,7
3970,Maruti Ertiga SHVS VDI,2016,850000,35000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
3971,Mahindra Verito 1.5 D4 BSIV,2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65,160Nm@ 2000rpm,5
3972,Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,Diesel,Individual,Manual,First Owner,10.71 kmpl,1948 CC,90,190Nm@ 2000-3000rpm,14
3973,Honda WR-V i-DTEC S,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3974,Hyundai Grand i10 CRDi Magna,2016,480000,56000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
3975,Tata Zest Quadrajet 1.3 75PS XM,2016,475000,50000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74,190Nm@ 1750-3000rpm,5
3976,Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1498 CC,103.52,250Nm@ 1500-2500rpm,5
3977,Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
3978,Honda WR-V i-DTEC S,2017,800000,70000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3979,Tata New Safari DICOR 2.2 EX 4x2,2015,520000,120000,Diesel,Individual,Manual,First Owner,11.57 kmpl,2179 CC,138.1,320Nm@ 1700-2700rpm,7
3980,Tata Indica V2 eLS,2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69,140Nm@ 1800-3000rpm,5
3981,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
3982,Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
3983,Honda Amaze S i-DTEC,2017,590000,70000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3984,Maruti Wagon R VXI,2002,140000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
3985,Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100,240Nm@ 1600-2800rpm,7
3986,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8,343Nm@ 1400-2800rpm,7
3987,Maruti Swift Dzire VDI,2015,550000,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3988,Maruti Ritz VDi,2012,240000,90000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94,190Nm@ 2000rpm,5
3989,Chevrolet Captiva 2.2 LT,2013,667000,65000,Diesel,Individual,Manual,First Owner,14.6 kmpl,2231 CC,184,424Nm@ 2000rpm,7
3990,Honda Jazz 1.5 S i DTEC,2017,670000,50000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
3991,Maruti Swift Dzire VDI,2015,550000,110000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
3992,Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
3993,Hyundai Verna 1.6 SX,2014,545000,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32,259.8Nm@ 1900-2750rpm,5
3994,Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7,130Nm@ 4000rpm,7
3995,Hyundai Creta 1.4 CRDi S,2016,725000,100000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7,219.7Nm@ 1500-2750rpm,5
3996,Honda City i VTEC V,2015,525000,120000,Petrol,Individual,Manual,Second Owner,17.4 kmpl,1497 CC,117.3,145Nm@ 4600rpm,5
3997,Maruti Ritz VDi,2011,204999,85000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9,113Nm@ 4500rpm,5
3998,Skoda Fabia Scout 1.2 TDI,2012,190000,110000,Diesel,Individual,Manual,First Owner,21.0 kmpl,1199 CC,75,180Nm@ 2000rpm,5
3999,Hyundai Grand i10 CRDi Sportz,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
4000,Hyundai Grand i10 CRDi Sportz,2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
4001,Maruti Alto K10 2010-2014 VXI,2012,204000,110000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
4002,Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05,94.14Nm@ 3500rpm,5
4003,Volkswagen Vento Diesel Highline,2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
4004,Ford Figo Diesel Titanium,2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
4005,Volkswagen Vento Diesel Highline,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
4006,Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.6,145Nm@ 4600rpm,5
4007,Honda City i VTEC V,2017,894999,35000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3,145Nm@ 4600rpm,5
4008,Tata Sumo Gold EX,2014,350000,101200,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.83,250Nm@ 1000-2000rpm,7
4009,Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,1396 CC,85,"12@ 3,500(kgm@ rpm)",5
4010,Maruti Swift Dzire VDI,2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
4011,Tata Indigo LX,2004,100000,60000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70,"13.5@ 2,500(kgm@ rpm)",5
4012,Mahindra XUV500 W6 2WD,2016,800000,90000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
4013,Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
4014,Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1,320Nm@ 1700-2700rpm,7
4015,Maruti 800 Std MPFi,2003,42000,62000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
4016,Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
4017,Maruti Swift Dzire VDI,2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
4018,Mahindra XUV500 AT W6 2WD,2016,861999,120000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
4019,Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
4020,Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
4021,Maruti Swift VDI,2013,360000,97000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74,190Nm@ 2000rpm,5
4022,Maruti Swift Dzire LDi,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
4023,Mahindra XUV500 W8 AWD,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
4024,Toyota Innova 2.5 GX 7 STR,2010,475000,100000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
4025,Maruti Alto LX,2007,100000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
4026,Maruti SX4 Zxi BSIII,2009,200000,110000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1586 CC,104.68,"145@ 4,100(kgm@ rpm)",5
4027,Toyota Innova 2.5 G2,2006,430000,264000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
4028,Mahindra Xylo E4 BS IV,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0 kmpl,2498 CC,112,260 Nm at 1800-2200 rpm,7
4029,Maruti Swift Dzire VDI,2014,450000,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
4030,Maruti Vitara Brezza VDi Option,2017,800000,51146,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
4031,Maruti Ritz LXI,2011,215000,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
4032,Maruti Vitara Brezza VDi Option,2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
4033,Volkswagen Polo 1.5 TDI Comfortline,2015,416000,80000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8,230Nm@ 1500-2500rpm,5
4034,Maruti Wagon R LXI BSIII,2011,195000,120000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
4035,Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
4036,Maruti Alto K10 LXI,2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
4037,Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
4038,Maruti Wagon R VXI Optional,2016,340000,30000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
4039,Tata Manza Aura Plus Quadrajet BS IV,2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0 kmpl,1248 CC,90,200Nm@ 1750-3000rpm,5
4040,Maruti Omni MPI STD BSIV,2014,260000,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2,59Nm@ 2500rpm,5
4041,Maruti Alto 800 LXI,2015,300000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
4042,Maruti 800 AC,2007,75000,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
4043,Tata Indica Vista TDI LX,2011,350000,80000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70,135.4Nm@ 2500rpm,5
4044,Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8,200Nm@ 1750-3000rpm,5
4045,Maruti Swift Dzire Tour S CNG,2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
4046,Honda City 1.5 V AT,2010,800000,25000,Petrol,Individual,Automatic,First Owner,16.8 kmpl,1497 CC,118,146Nm at 4800 rpm,5
4047,Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2650 CC,80.84,230Nm@ 1800-2000rpm,7
4048,Mahindra XUV500 W6 2WD,2014,980000,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
4049,Ford Endeavour 2.5L 4X2,2011,850000,298000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141,330Nm@ 1800rpm,7
4050,Tata Sumo Gold GX BSIII,2012,340000,270000,Diesel,Individual,Manual,Third Owner,14.07 kmpl,2956 CC,68.4,223Nm@ 1600-2200rpm,7
4051,Maruti Vitara Brezza ZDi AMT,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
4052,Maruti Swift Dzire VDi,2010,310000,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
4053,Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8,200Nm@ 1750rpm,7
4054,Maruti Swift Dzire ZDi,2008,270000,149000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
4055,Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68,99Nm@ 4500rpm,5
4056,Tata Indica Vista TDI LX,2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70,135.4Nm@ 2500rpm,5
4057,Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9,111.7Nm@ 4000rpm,5
4058,Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69,140Nm@ 1800-3000rpm,5
4059,Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1440-2200rpm,9
4060,Tata Safari Storme EX,2014,500000,291977,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1,320Nm@ 1700-2700rpm,7
4061,Honda CR-V 2.4L 4WD,2005,476999,85000,Petrol,Individual,Manual,Third Owner,11.1 kmpl,2354 CC,158.8,218Nm@ 4200rpm,5
4062,Hyundai i20 Active 1.2 S,2015,590000,70000,Petrol,Individual,Manual,Third Owner,17.19 kmpl,1197 CC,81.86,114.73Nm@ 4000rpm,5
4063,Ford Endeavour 2.5L 4X2 MT,2010,500000,120000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2499 CC,141,330Nm@ 1800rpm,7
4064,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59,205Nm@ 1750-3250rpm,5
4065,Mahindra Scorpio 1.99 S4,2016,750000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120,280Nm@ 1800-2800rpm,7
4066,BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59 kmpl,1995 CC,187.74,380Nm@ 1750-2750rpm,5
4067,BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190,400Nm@ 1750-2500rpm,5
4068,Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88,230Nm@ 1500-2500rpm,5
4069,Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
4070,Hyundai Grand i10 1.2 CRDi Magna,2016,409999,78000,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97,190.24nm@ 1750-2250rpm,5
4071,Tata Harrier XZ Plus,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67,350Nm@ 1750-2500rpm,5
4072,Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33,380Nm@ 1750-2500rpm,5
4073,Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97,190.24nm@ 1750-2250rpm,5
4074,Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3 kmpl,1956 CC,170.63,350Nm@ 1750-2500rpm,5
4075,Mahindra XUV500 W8 2WD,2013,540000,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
4076,Toyota Fortuner 4x4 AT,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55 kmpl,2982 CC,168.5,360Nm@ 1400-3200rpm,7
4077,Mahindra Scorpio 1.99 S10 4WD,2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4 kmpl,1997 CC,120,280Nm@ 1800-2800rpm,7
4078,Audi A4 35 TDI Premium Plus,2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74,400Nm@ 1750-3000rpm,5
4079,Mahindra TUV 300 mHAWK100 T8,2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100,240Nm@ 1600-2800rpm,7
4080,Maruti Ciaz Alpha Diesel,2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
4081,Maruti Wagon R VXI,2016,355000,60000,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
4082,Honda CR-V 2.4L 4WD MT,2008,400000,120000,Petrol,Individual,Manual,First Owner,11.1 kmpl,2354 CC,158.8,218Nm@ 4200rpm,5
4083,Maruti Alto 800 VXI BSIV,2015,265000,48000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
4084,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88,230Nm@ 1500-2500rpm,5
4085,Maruti Ciaz 1.3 Alpha,2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
4086,Hyundai Verna 1.6 VTVT S,2016,850000,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3,154.9Nm@ 4200rpm,5
4087,Maruti Alto K10 VXI,2015,290000,42000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05,90Nm@ 3500rpm,5
4088,Mercedes-Benz E-Class E 250 Elegance,2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93 kmpl,2497 CC,204,245Nm@ 5000rpm,5
4089,Mahindra TUV 300 T8 AMT,2016,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49 kmpl,1493 CC,100,230Nm@ 1500-2250rpm,7
4090,Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9,113Nm@ 4500rpm,5
